Region (English) / Région (anglais),Region (French) / Région (français),Scenario (English) / Scénario (anglais),Scenario (French) / Scénario (français),Economic Sector (English) / Secteur économique (anglais),Economic Sector (French) / Secteur économique (français),Subsector Level 1 (English) / Sous-secteur niveau 1 (anglais),Subsector Level 1 (French) / Sous-secteur niveau 1 (français),Subsector Level 2 (English) / Sous-secteur niveau 2 (anglais),Subsector Level 2 (French) / Sous-secteur niveau 2 (français),Subsector Level 3 (English) / Sous-secteur niveau 3 (anglais),Subsector Level 3 (French) / Sous-secteur niveau 3 (français),Units (English) / Unité (anglais),Units (French) / Unité (français),2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Downstream Oil and Gas,Industrie aval du pétrole et du gaz,Natural Gas Distribution,Distribution du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Downstream Oil and Gas,Industrie aval du pétrole et du gaz,Petroleum Products,Raffinage du pétrole,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,1.1,1,0.9,1,0.9,0.9,0.9,1,0.8,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Conventional Oil Production,Production de pétrole classique,Frontier Oil Production,Production de pétrole des régions pionnières,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Conventional Oil Production,Production de pétrole classique,Heavy Oil Production,Production de pétrole lourd,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Conventional Oil Production,Production de pétrole classique,Light Oil Production,Production de pétrole léger,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Natural Gas Production and Processing,Production et traitement du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.4,0.3,0.3,0.3,0.4,0.5,0.7,0.6,0.6,0.8,0.6,0.5,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Oil Sands,Sables bitumineux,Bitumen In Situ,Bitume In Situ,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Oil Sands,Sables bitumineux,Bitumen Mining,Extraction du bitume,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Oil Sands,Sables bitumineux,Bitumen Upgrading,Valorisation du bitume,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Oil and Natural Gas Transmission,Transport du pétrole et du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Electricity,Électricité,n/a,s/o,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,10.8,10.1,11.6,9.5,9.4,8.8,8.5,7.6,7.6,7.2,7,6.6,6.5,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Transportation,Transports,Freight Transport,Transport de marchandises,Domestic Aviation and Marine,Transport aérien et transport maritime intérieurs,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.9,0.6,0.7,0.5,0.5,0.5,0.5,0.4,0.3,0.3,0.2,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Transportation,Transports,Freight Transport,Transport de marchandises,"Heavy Duty Trucks, Rail","Camions lourds, trains",n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,1.6,1.4,1.5,1.4,1.4,1.5,1.8,1.6,1.6,1.4,1.4,1.4,1.3,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Transportation,Transports,"Other: Recreational, Commercial and Residential","Autres : à des fins récréatives, commerciales et résidentielles",n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Transportation,Transports,Passenger Transport,Transport de passagers,"Bus, Rail and Domestic Aviation","Transport par autobus, train et transport aérien intérieur",n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Transportation,Transports,Passenger Transport,Transport de passagers,"Cars, Light Trucks and Motorcycles","Voitures, camions légers et motocyclettes",n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,2.6,2.6,2.5,2.6,2.3,2.4,2.7,2.7,2.3,2.1,2.6,2.7,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Cement,Ciment,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.4,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Chemicals and Fertilizers,Produits chimiques et engrais,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0.1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Iron and Steel,Sidérurgie,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Lime and Gypsum,Chaux et gypse,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,x,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Mining,Exploitation minière,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.2,0.1,0.1,0.1,0.1,0.1,x,0.1,0.1,0.1,0.1,0.1,0,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Pulp and Paper,Pâtes et papiers,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Smelting and Refining (Non Ferrous Metals),Fonte et raffinage (métaux non ferreux),n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Buildings,Bâtiments,Commercial,Commercial,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,1.4,1.1,1.2,1,0.9,0.9,1.1,0.8,0.9,0.7,0.8,0.7,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Buildings,Bâtiments,Residential,Résidentiel,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,1.4,1.5,1.7,1.8,1.8,1.8,2,1.8,1.6,1.5,1.5,1.3,1.4,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Agriculture,Agriculture,Animal Production,Élevage,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Agriculture,Agriculture,Crop Production,Cultures,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Agriculture,Agriculture,On Farm Fuel Use,Utilisation de combustibles à la ferme,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Waste and Others,Déchets et autres sources,Coal Production,Production de charbon,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Waste and Others,Déchets et autres sources,"Light Manufacturing, Construction and Forest Resources","Industrie légère, construction et ressources forestières",n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.3,0.3,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Waste and Others,Déchets et autres sources,Waste,Déchets,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-
Nova Scotia,Nouvelle-Écosse,NIR 2019,RIN 2019,Total,Total,n/a,s/o,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,23.2,21.6,23.4,21,20.3,20.1,20.9,19.2,18.2,16.4,16.6,15.6,15.6,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Downstream Oil and Gas,Industrie aval du pétrole et du gaz,Natural Gas Distribution,Distribution du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Downstream Oil and Gas,Industrie aval du pétrole et du gaz,Petroleum Products,Raffinage du pétrole,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,2.7,3,3,3,3.4,4.2,3.6,3.6,3.5,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Conventional Oil Production,Production de pétrole classique,Frontier Oil Production,Production de pétrole des régions pionnières,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Conventional Oil Production,Production de pétrole classique,Heavy Oil Production,Production de pétrole lourd,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Conventional Oil Production,Production de pétrole classique,Light Oil Production,Production de pétrole léger,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Natural Gas Production and Processing,Production et traitement du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Oil Sands,Sables bitumineux,Bitumen In Situ,Bitume In Situ,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Oil Sands,Sables bitumineux,Bitumen Mining,Extraction du bitume,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Oil Sands,Sables bitumineux,Bitumen Upgrading,Valorisation du bitume,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Oil and Natural Gas Transmission,Transport du pétrole et du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Electricity,Électricité,n/a,s/o,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,7.8,7.3,7.2,6.7,6.7,5,4.6,3.7,3.8,4,3.6,4.3,3.6,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Transportation,Transports,Freight Transport,Transport de marchandises,Domestic Aviation and Marine,Transport aérien et transport maritime intérieurs,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.4,0.4,0.4,0.3,0.3,0.4,0.5,0.3,0.3,0.3,0.2,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Transportation,Transports,Freight Transport,Transport de marchandises,"Heavy Duty Trucks, Rail","Camions lourds, trains",n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,1.8,1.8,1.7,1.5,1.5,1.8,2.2,1.8,1.4,1.3,1.3,1.3,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Transportation,Transports,"Other: Recreational, Commercial and Residential","Autres : à des fins récréatives, commerciales et résidentielles",n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.5,0.5,0.4,0.4,0.4,0.4,0.3,0.3,0.2,0.2,0.3,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Transportation,Transports,Passenger Transport,Transport de passagers,"Bus, Rail and Domestic Aviation","Transport par autobus, train et transport aérien intérieur",n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Transportation,Transports,Passenger Transport,Transport de passagers,"Cars, Light Trucks and Motorcycles","Voitures, camions légers et motocyclettes",n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,2.1,2.1,2.1,2.1,1.9,2,2.4,2.3,1.9,1.7,2,2.3,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Cement,Ciment,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Chemicals and Fertilizers,Produits chimiques et engrais,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Iron and Steel,Sidérurgie,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Lime and Gypsum,Chaux et gypse,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Mining,Exploitation minière,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.3,0.2,0.2,0.1,0.2,0.2,0.4,0.3,0.1,0.1,0.1,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Pulp and Paper,Pâtes et papiers,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.7,0.6,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.4,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Smelting and Refining (Non Ferrous Metals),Fonte et raffinage (métaux non ferreux),n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Buildings,Bâtiments,Commercial,Commercial,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.7,0.8,0.8,0.8,0.6,0.7,0.9,1,0.5,0.5,0.6,0.5,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Buildings,Bâtiments,Residential,Résidentiel,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.8,0.7,0.8,0.9,0.8,0.9,1,0.9,0.6,0.6,0.8,0.7,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Agriculture,Agriculture,Animal Production,Élevage,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Agriculture,Agriculture,Crop Production,Cultures,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Agriculture,Agriculture,On Farm Fuel Use,Utilisation de combustibles à la ferme,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Waste and Others,Déchets et autres sources,Coal Production,Production de charbon,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Waste and Others,Déchets et autres sources,"Light Manufacturing, Construction and Forest Resources","Industrie légère, construction et ressources forestières",n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.4,0.4,0.3,0.3,0.3,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Waste and Others,Déchets et autres sources,Waste,Déchets,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-
New Brunswick,Nouveau-Brunswick,NIR 2019,RIN 2019,Total,Total,n/a,s/o,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,20,19.6,19.7,18.5,18.2,18.2,18.5,16.7,14.8,14.3,14.2,15.2,14.3,-,-,-,-,-,-,-,-,-,-,-,-,-
Quebec,Québec,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Downstream Oil and Gas,Industrie aval du pétrole et du gaz,Natural Gas Distribution,Distribution du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-
Quebec,Québec,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Downstream Oil and Gas,Industrie aval du pétrole et du gaz,Petroleum Products,Raffinage du pétrole,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,4,4.1,4.1,3.9,3.8,2.9,2.5,2.5,2.3,2.2,2.4,2.1,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-
